축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
한산도 바다체험축제,한산면 추봉리 봉암마을,2020-06-20,2020-06-21,"식전행사, 개막식, 맨손고기잡기, 바다보물찾기, 바지락캐기, 오션가약, 수상자전거, 대나무낚시체험, 후리그물고기잡이, 요트체험 등 각종 부대행사",한산면주민자치위원회,"통영시, 한산면",한산면 전 기관.단체,055-650-3600,,,,경상남도 통영시 한산면 추봉리 911-4,34.75930638,128.5100671,2020-02-06,5330000,경상남도 통영시
2019 고양호수예술축제,고양시 호수공원 및인근거리,2019-10-03,2019-10-06,국내외 거리예술공연 및 시민참여프로그램,고양문화재단,고양시,,031-960-9682,http://www.gylaf.kr,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,37.65384593,126.7687814,2019-12-05,3940000,경기도 고양시
2019 고양행주문화제,행주산성+역사공원 일원,2019-05-25,2019-05-26,고유례+전통놀이한마당+행주투석전+뮤지컬행주대첩+시민참여문화체험 등,"고양문화재단, 고양문화원",고양시,,031-960-9683,http://www.hjfestival.or.kr,,경기도 고양시 덕양구 행주로15번길 89,경기도 고양시 덕양구 행주외동 116,37.59564085,126.8268514,2019-12-05,3940000,경기도 고양시
노루목 봄 페스티벌 <ㅍㅍㅍ페스티벌>,고양아람누리 노루목야외극장,2019-05-25,2019-05-26,야외 콘서트,고양문화재단+페이지터너,고양문화재단+페이지터너,,02-337-9966,http://www.artgy.or.kr/PF/PF0201V.aspx?showid=0000005461,,경기도 고양시 일산동구 중앙로 1286,경기도 고양시 일산동구 마두동 816,37.66148641,126.7744561,2019-12-05,3940000,경기도 고양시
신바람난 뮤지엄 페스티벌,고양어린이박물관,2019-05-04,2019-05-05,축하공연+문화체험+어드벤처 놀이터+가족 피크닉,고양어린이박물관,고양어린이박물관,,031-839-0300,http://goyangcm.or.kr/program/Special_event/index.asp?no=13&mode=view&IDX=1997&p=1,,경기도 고양시 덕양구 화정동 1003,경기도 고양시 덕양구 화정동 1003,37.62946909,126.8309508712,2019-12-05,3940000,경기도 고양시
크리스마스거리축제,연세로,2019-12-22,2019-12-25,"경관조명,거리공연,체험부스",서울특별시 서대문구,서울특별시 서대문구,서울특별시,02-330-1410,http://blog.naver.com/xmasfest,,서울특별시 서대문구 연세로,서울특별시 서대문구 창천동 연세로,37.557225,126.936889,2019-07-18,3120000,서울특별시 서대문구
서대문독립민주축제,서대문형무소역사관,2019-08-14,2019-08-15,"풋프린팅,역사콘서트,체험프로그램 등",서울특별시 서대문독립민주축제추진위원회,서울특별시 서대문구,서울특별시,02-330-1410,https://blog.naver.com/sidfest,,서울특별시 서대문구 통일로 251,서울특별시 서대문구 현저동 101,37.574374,126.956064,2019-07-18,3120000,서울특별시 서대문구
여수영취산진달래체험행사,영취산일원 돌고개,2019-03-29,2019-03-31,산신제+진달래백일장+사생대회+체험행사,여수영취산진달래축제추진위원회,여수영취산진달래축제추진위원회,"여수시+산단공장장협의회,삼일동연합청년회",061-659-4743,http://www.ystour.kr/kr/festival/,,전라남도 여수시 흥국사길 160,전라남도 여수시 월내동 547,34.8210752,127.7003341,2019-06-03,4810000,전라남도 여수시
전주세계소리축제,한국소리문화의전당,2018-10-03,2018-10-07,16회 전주세계소리축제,전주세계소리축제조직위원회,전라북도,문화체육관광부,063-232-8398,http://www.sorifestival.com,"한지산업지원센터, 한옥마을, 객사, 덕진공원",전라북도 전주시 완산구 소리로 31,전라북도 전주시 덕진구 덕진동1가 산1-1,35.8239265,127.1315694,2018-08-24,4640000,전라북도 전주시
전주단오축제,덕진공원,2018-06-17,2018-06-18,전주단오제,풍남문화법인,"전주시, 사) 풍남문화법인","전주시, 전북은행, 석정수",063-277-2515,http://www.pncc.or.kr,"한지산업지원센터, 한옥마을, 객사, 덕진공원",전라북도 전주시 덕진구 기린대로 451,전라북도 전주시 덕진구 덕진동1가 1220-1,35.8382201,127.125162,2018-08-24,4640000,전라북도 전주시
제19회 전주국제영화제,고사동영화의거리 일대,2018-05-03,2018-05-12,우수한 국내외 영화를 소개하는 영화축제의 장,전주국제영화제집행위원회,전주국제영화제집행위원회,"문화체육관광부, 전라북도, 전주시, 영화진흥위원회",063-280-7914,http://www.jiff.or.kr/,"한지산업지원센터, 한옥마을, 객사, 덕진공원",전라북도 전주시 완산구 전주객사4길 74-12,전라북도 전주시 완산구 고사동 181,35.8208219,127.143647,2018-08-24,4640000,전라북도 전주시
제22회 과천축제,과천청사 잔디마당 등 과천시 일원,2018-09-13,2018-09-16,"문화예술 퍼포먼스, 시민참여 프로그램, 플리마켓 등",(재)과천축제,과천시,한국마사회 등,02-504-0945,http://www.gcfest.or.kr,"서울대공원,서울랜드,과천과학관",경기도 과천시 통영로 5 (과천시민회관 2층),경기도 과천시 중앙동 62 과천시민회관 2층,37.4279091,126.9895045,2018-07-31,3970000,경기도 과천시
제1회의성슈퍼푸드마늘축제,"의성마늘테마파크, 의성전통시장,군청앞 중앙로",2019-10-04,2019-10-06,마늘축제,의성슈퍼푸드마늘축제추진위원회,의성군축제추진위원회,의성군,054-830-6096,http://tour.usc.go.kr,,경상북도 의성군 의성읍 경북대로 5690,경상북도 의성군 의성읍 원당리 208-1,36.35137471,128.6768191,2019-05-22,5150000,경상북도 의성군
제10회의성봉양자두홍보및체험행사,봉양종합체육공원,2019-07-13,2019-07-13,봉양자두홍보,자두체험행사추진위원회,자두체험행사추진위원회,의성군,054-830-5195,http://tour.usc.go.kr,,경상북도 의성군 봉양면 도리원4길 34,경상북도 의성군 봉양면 화전리 63,36.30337648,128.5824608,2019-05-22,5150000,경상북도 의성군
전국민속 소싸움 달성대회,국립대구과학관옆 체육시설부지,2018-04-12,2018-04-16,200여두 출전,달성소싸움협회,달성군,,053-668-2192,,,,대구광역시 달성군 유가읍 상리 971,35.687021,128.458656,2019-09-10,3480000,대구광역시 달성군
정월대보름 달맞이문화제,달성보 일원,2018-03-02,2018-03-02,"기원제, 달집태우기, 축하공연 등(올해는 조류독감으로 미개최)",달성문화원,대구광역시 달성군,,053-668-2172,http://culture.dalseong.daegu.kr,,,대구광역시 달성군 논공읍 하리 687,35.735483,128.420644,2019-09-10,3480000,대구광역시 달성군
2019 경주한우와 농축수산물 한마당축제,황성공원 공설운동장 일원,2019-10-04,2019-10-06,"가래떡 최장 만들기 도전, 지역농특산물 판매 등","(사)한국농업경영인경주시연합회, (사)전국한우협회경주시지부",경주시,"경주시, 경주시의회, 경주경찰서 등",054-743-7990,,,경상북도 경주시 용담로 79-41(황성동),경상북도 경주시 황성동 산1-1,35.8599824,129.2119786,2019-09-11,5050000,경상북도 경주시
제47회 신라문화제,"경주 황성공원 일대, 시가지 일원",2019-10-03,2019-10-09,"화랑원화 선발대회, 소망 돌탑 쌓기대회, 마상무예공연 등","신라문화선양회, (사)한국예총 경주지회",경주시,"문화체육관광부, 경상북도 등",054-779-6072,http://www.gyeongju.go.kr/sillafestival,,경상북도 경주시 용담로 79-48(황성동),경상북도 경주시 황성동 1022-1 경주실내체육관,35.86064257,129.2090768,2019-09-11,5050000,경상북도 경주시
서귀포 3분 관광영화제,김정문화회관,2019-08-23,2019-08-23,출품작 상영 및 시상식. 야외상영회. 부대행사 등,서귀포시,서귀포시,,064-760-2652,,,제주특별자치도 서귀포시 김정문화로 32,,33.2514173933,126.5076218419,2019-09-11,6520000,제주특별자치도 서귀포시
2019 서귀포과학문화축전,서귀포천문과학문화관,2019-09-07,2019-09-07,과학체험부스와 로켓시범발사. 과학퀴즈대회. 오르니톱터 날리기 등 다양한 체험의 장,서귀포시,서귀포시,,064-739-9701,http://culture.seogwipo.go.kr/astronomy/,,제주특별자치도 서귀포시 1100로 506-1,,33.2888516258,126.4604160469,2019-09-11,6520000,제주특별자치도 서귀포시
2019청도반시축제,청도야외공연장,2019-10-11,2019-10-13,청도반시전시판매행사 및 공연,청도군,청도반시축제추진위원회,,054-370-2377,www.청도반시축제.kr,,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457,35.6504035,128.7193929,2019-05-15,5190000,경상북도 청도군
제13회 청도유등제,청도천둔치,2019-05-18,2018-04-08,"유등 점등 및 무대,체험,전시 행사 등",청도군,청도유등제봉행위원회,,054-372-7640,www.yudeung.net,,,경상북도 청도군 화양읍 송북리 98-3,35.6551372,128.7355476,2019-05-15,5190000,경상북도 청도군
2019청도소싸움축제,청도소싸움경기장,2019-05-16,2019-05-19,전통소싸움대회 및 공연행사,청도군,청도소싸움축제추진위원회,,054-370-2371,www.청도소싸움.kr,,경상북도 청도군 화양읍 남성현로 348,경상북도 청도군 화양읍 삼신리 693-2,35.686733947,128.725146344,2019-05-15,5190000,경상북도 청도군
제13회 영동포도축제,영동군 영동읍 영동군체육관 일원,2017-08-24,2017-08-27,포도축제,"(재)영동축제관광재단, (사)영동포도연합회","충청북도 영동군청, 영동군축제추진위원회","충청북도, 메이빌 농산물공동브랜드",043-745-8918,www.ydft.kr,"포도따기, 포도밟기 등 체험, 농특산물 판매, 전시, 추풍령가요제, 영동포도마라톤 대회",충청북도 영동군 영동읍 영동황간로 122,충청북도 영동군 영동읍 매천리 313,36.1642048,127.7819752,2018-02-23,4440000,충청북도 영동군
제50회 영동난계국악축제,"영동군 영동읍 영동천 일원(하상주차장, 난계사 등)",2017-09-21,2017-09-24,국악축제,"(재)영동축제관광재단, (사)난계기념사업회","충청북도 영동군청, 영동군축제추진위원회","문화체육관광부, 충청북도, 국립국악원, 한국관광공사, 한국지역진흥재단, 한국문황예술위원회",043-745-8917,www.ydft.kr,"어가행렬, 종묘제례, 국악기제작 및 연주체험, 퓨전국악공연, 영동와인축제와 연계",,충청북도 영동군 영동읍 부용리 4-1,36.1736274,127.7739921,2018-02-23,4440000,충청북도 영동군
제8회 대한민국와인축제,영동군 영동읍 영동천일원(하상주차장),2017-09-21,2017-09-24,와인축제,"(재)영동축제관광재단, 영동와인연구회","충청북도 영동군청, 영동군축제추진위원회","한국농수산식품유통공사, 충청북도, 영동군 농산물공동브랜드",043-745-8914,www.ydft.kr,"와인전시, 시음행사, 와인판매, 난계국악축제와 연계",,충청북도 영동군 영동읍 부용리 4-1,36.1736274,127.7739921,2018-02-23,4440000,충청북도 영동군
2017 영동곶감축제,영동군 영동읍 영동천일원(하상주차장),2017-12-15,2017-12-17,곶감축제,"(재)영동축제관광재단, 영동곶감연합회","충청북도 영동군청, 영동군축제추진위원회","충청북도, 메이빌 농산물공동브랜드",043-745-8918,www.ydft.kr,"곶감따기, 곶감 시식, 판매, 공연 프로그램",,충청북도 영동군 영동읍 부용리 4-1,36.1736274,127.7739921,2018-02-23,4440000,충청북도 영동군
부산시민의종 타종식,용두산공원,2020-12-31,2021-01-01,"시민의종 타종, 문화공연",(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5224,http://www.bfo.or.kr/main/index.asp,용두산공원,부산광역시 중구 용두산길 37-55(광복동2가),,35.1009305,129.0324434,2020-03-16,6260000,부산광역시
부산크리스마스트리축제,광복로일원,2020-11-01,2021-01-31,"(날짜 미정)트리점등식 문화공연, 사랑나눔행사",크리스마스트리축제위원회,(사)부산기독교총연합회,부산광역시,051-888-5221,http://bctf.kr/g5/,"광복로일원, 자갈치시장",부산광역시 중구 광복로6번길 3(부평동2가),부산광역시 중구 부평동2가 33-6,35.09929696,129.0258061,2020-03-16,6260000,부산광역시
부산불꽃축제,광안리해변,2020-11-07,2020-11-07,"해외초청 불꽃쇼, 첨단멀티 불꽃쇼",(사)부산문화관광축제조직위원회,부산광역시,"BNK, 고려제강",051-888-5222,http://www.bfo.or.kr/main/index.asp,광안대교,,부산광역시 수영구 광안동 192-16,35.1543923,129.1188448,2020-03-16,6260000,부산광역시
부산국제록페스티벌,삼락생태공원,2020-07-24,2020-07-25,국내외 록밴드 라이브공연,(사)부산문화관광축제조직위원회,부산광역시,"BNK, 대선주조",051-888-5224,http://www.bfo.or.kr/main/index.asp,렛츠런파크,,부산광역시 사상구 삼락동29-49,35.16833555,128.9733583,2020-03-16,6260000,부산광역시
부산바다축제,부산5개해수욕장,2020-08-01,2020-08-05,개막행사 물의난장 음악공연 등,(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5222,http://www.bfo.or.kr/main/index.asp,광안리 송정 송도해수욕장,,부산광역시 수영구 광안동 192-16,35.1543923,129.1188448,2020-03-16,6260000,부산광역시
원도심활성화 축제,원도심,2020-05-16,2020-05-17,원도심 야경투어및 관광명소 탐방,(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5221,http://www.bfo.or.kr/main/index.asp,용두산공원 태종대 영도대교 도개,부산광역시 중구 중구로 120(대청동1가),,35.10619853,129.0323505,2020-03-16,6260000,부산광역시
낙동강유채꽃 축제,대저생태공원,2020-04-04,2020-04-12,유채꽃 관람 체험 및 공연프로그램 등,(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5224,http://www.bfo.or.kr/main/index.asp,대저생태공원 오토캠핑장,,부산광역시 강서구 대저1동 2314-11,35.20984733,128.9845542,2020-03-16,6260000,부산광역시
고창갯벌축제,"만돌갯벌체험장, 하전갯벌체험장",2019-06-07,2019-06-09,"개막행사,갯벌체험,동죽시식회,동죽음식문화체험,갯벌체험,장어숭어잡기,갯벌카페,부대행사 등",고창갯벌축제위원회,고창갯벌축제위원회,"해양수산부, 전라북도, 고창군, 고창군수산업협동조합, 만월어촌계, 하전어촌계, 자율관리공동체, 한빛원전",063-560-2633,http://mud-exp.gochang.go.kr,동호해수욕장,전라북도 고창군 심원면 애향갯벌로 320,전라북도 고창군 심원면 애향갯벌로 320,35.5300744648,126.5150432076,2019-09-30,4780000,전라북도 고창군
